text,class
"Me song eke chords tikak denna puluwanda?",neutral
"Mama nam asama 'Boys Over Flowers'. Eka tharam lassanai.",positive
"Hamoma bana kiyanna epa. Minissunge opinions wenas.",neutral
"You deserve more subscribers. Keep fighting.",positive
"Meeta wada hoda thathwayen upload karanna barida? 360p balanna ba.",negative
"Api hamoma waradi karanawa. Eka manussayekta mechchara baninna epa.",neutral
"Video eka patan gannakota thiyena music eke nama mokakda?",neutral
"Life lessons godak igena gaththa. Really appreciate it.",positive
"Ado meke inna un okkoma amathaka unath 'Kota' wa amathaka wenne na.",positive
"Me channel eka anawashya dewal promote karanawa. Lamainta hoda na.",negative
"Oyalage videos balana gaman thamai assignments karanne. 😄",positive
"Dan Trending balana ekath epa wela thiyenne me wage jara nisa.",negative
"Godak lassanai. Family ekath ekka balanna puluwan deyak.",positive
"I have a request. Can you review the new Samsung phone?",neutral
"Me okkoma views ganna karana tricks.",negative
"Respect for soldiers! 🇱🇰",positive
"Ape rate minissu diunu wena ekata akamathi ayath innawa.",neutral
"Me wage amathaka wela yana songs ayeth ahanne oyala nisa. Thanks.",positive
"Dan educational channels walatath ads daala epa karala thiyenne.",negative
"This is so underrated. Patta wedak.",positive
"Meka dekkama ape gamath mathak una.",positive
"Koheda ban me Kasippu denne? Apitath set karapanko.",neutral
"Vini ge acting nam next level. Natural.",positive
"Me video eka balala like nokara yana un innawada?",neutral
"Meyala thama lankawe YouTube eka kawe. Respect.",positive
"Please avoid using bad words. We watch with our family.",negative
"Me wage short film thawa karanna. Loku deyak samajeta denawa.",positive
"Data iwara una witharai. Melo deyak na.",negative
"Me teacher kiyala dena dewal godak watinawa. School wala wath kiyala denne na.",positive
"Editing nam supiri. Patta transitions tika.",positive
"Me video eka witharak nemei, meke comment section ekath maru.",positive
"Oya wage minissu nisa thama lankawa thawama thiyenne.",positive
"Original nemei ne meka. Korean drama ekaka copy ekak.",negative
"Aiya, sponsor kenek hoyaganna. Oyalata godak dura yanna puluwan.",neutral
"Me manussaya kiyana dewal wiswasa karanna epa. Meka loku business ekak.",negative
"Kathawe anthima hari nane? Episode 2 ko?",neutral
"Keep inspiring us. Your journey is amazing.",positive
"Meka nam pisuwak. Hina wela marenawa.",positive
"Me dawas wala yana tele dramas balanawata wada me wage ekak balapu eka watinawa.",positive
"Oya adum ada ganna widihata lankawe culture eka winasa wenawa.",negative
"Sadu akka, 'Vikram' movie eka dennako ikmanata.",neutral
"Content eka witharak newei, thumbnail ekath art ekak.",positive
"Me wage dewal social media wala share karanna epa.",negative
"Hamadama ekama topic eka gana katha nokara wenas deyak karanna.",negative
"Thank you for your service! God bless you.",positive
"Ape salli walin thamai mun mehema sellam danne.",negative
"Me wage dewal dakiddi thamai rata gana kalakirenne.",negative
"Oyalage friendship eka dakiddi asai. Hamadama ekata inna.",positive
"Me information tika godak watinawa. Thanks for sharing.",positive
"Meka 2025 aluth film ekak kiwwata 2018 parana ekak ne. Boru danna epa.",negative
"Okkoma rent karapu dewal. Boru show off eka witharai thiyenne.",negative
"Hina yanne na, lajjai. Me mona مسخرයක්ද?",negative
"Bro, oyage explanation eka aulen aulata yanawa. Mulin kiyapu detath wada anthimata kiyana de wenas.",negative
"Menu eke thiyena ganan nemei bill eke thiyenne. Rawattanna epa minissunwa.",negative
"Me script eka liyapu ekata amnesia hadila wage. Kathawe mulayi agayi galapenne na.",negative
"Ado me channel eka report karapalla. Copyright content danne kisima credit ekak nathuwa.",negative
"Hygiene less ne bro. Table eka hariyata clean karalawath na. Kema kanna hithenne na.",negative
"Video eka daws dekak yanna kalin 'Sponsored by' kaali 10k withara dala. Ad stream ekakda meka?",negative
"Parana jokes ayeth recycle karala. Hithan inne api modayo kiyalada?",negative
"Dan meyalage content balanawata wada hondai nikan idapan eka.",negative
"Oya kiyana investment method eka illegal ne lankawe? Minissu anathare danna epa.",negative
"Sound eka echo enawa. Hoda mic ekak use karanna barida?",negative
"Me vlog eke anthimata product ekak sell karanawa. Video eka hadala thiyennema ekata.",negative
"Anunge salli walin pimbanna witharai dannne. Samajeta wedak na.",negative
"Me drama eka balala kale nasthi karaganna epa. Melo rahak na.",negative
"Oya salakanne VVIP latane. Samanya minissu comment kalata reply ekak wath na.",negative
"Sponsor ta kade yana eka witharai dan karanne. Pathetic.",negative
"Me rate thiyena prashna nemei, oyalage loku kama witharai pennanne.",negative
"Cooking video ekakda meka? Kitchen eke thiyena kuppa dakkama epa wenawa.",negative
"Oya kiyana dewal wala kisima logical aadarayak na. Mudalalita kade yanawa.",negative
"Editing walin witharak goda yanna ba. Content na.",negative
"Thumbnail eke inna kena nemei video eke inne. Views ganna karana weda.",negative
"Me music eka kohen hari copy karapu ekak. Originality na.",negative
"Subtitles amathaka karala. English walin witharak katha kalama api kohomada therum ganne?",negative
"Me manussayage katha ahala gasaganna epa. Okkoma boru.",negative
"Acting newei, overacting. Director kenek wath hitiye nadda?",negative
"Camera eka focus wenne wena thenaka, oya inne wena thenaka. Technical knowledge na.",negative
"Me information eka parana wediyi. Already outdated.",negative
"Me video eka balala like karanna tharam mona deyakda thiyenne?",negative
"Oyalage parana friendship eka dan na wage. Okkoma acting.",negative
"Me subject eka gana danumen nemei, Google karala kiyawana bawa penawa.",negative
"Issara wage nemei, dan comment delete karanawa neda criticize karama?",negative
"Me app eka install karanna epa. Phone eka slow wenawa, data iwara wenawa.",negative
"Oya kiyana de hari wennathi, eth kiyana widiha ahenna asahana-dai.",negative
"Dan meyalath anith YouTube karayo wage sellam wela.",negative
"Me rate minissunge IQ eka adui kiyala hithagena content hadanna epa.",negative
"Video eka upload karala thiyenne 240p walin. 2010 da me?",negative
"Me wage gon prashna ahanne nathuwa hoda deyak ahanna barida?",negative
"Kathawe anthayak na. Nasthikara gaththa data aparade.",negative
"Sponsored unata product eka gana hariyata review ekak karala na. Salli gaththa witharai.",negative
"Meka balala adarshayak ganna tharam deyak na. Mehema minissu samajeta sápak.",negative
"Okkoma comments positive ewama pennanne. Negative comments makuwada?",negative
"Video eke title eka English walin, athule kathawa Sinhala walin. Misleading.",negative
"Oya adan inna T-shirt eke brand ekata salli gaththada?",negative
"Dan video danne na, community post dala salli illanawa.",negative
"Me wage news spread karanna epa. Source ekak na, okkoma boru.",negative
"Content amathaka wela wage. Ekama de ayeth ayeth kiyanawa.",negative
"Me manussayage background eka hoyala balanna. Kiyana tharam suddek nemei.",negative
"Channel eka sellout wela iwarai. Dan balala wedak na.",negative
"Camera eka stabilize na. Balan inna epa wenawa.",negative
"Kottuwa nemei, bath guliyak. Me ganata meeta wada deyak denna one.",negative
"Me dialogue eka anith film eken ussapu ekak neda?",negative
"Oya kiyana widiyata salli hoyanna puluwan nam, oya ai YouTube karanne?",negative
"Me rate prashna gana nemei, oyalata oyalage prashna witharai loku.",negative
"Political agenda ekak thiyenawa wage penawa.",negative
"Oya use karana background eka green screen ekak bawa hodata penawa.",negative
"Meyalata social responsibility ekak kiyala deyak na.",negative
"Views adu wenakota witharai live enne.",negative
"Me topic eka gana katha karanna oya sudusu na.",negative
"Oya kiyana dewal honda wennathi, eth apiwa control karanna enna epa.",negative
"Me car eka oyage nemei neda? Boru karanna epa.",negative
"Video eka anawashya widihata digai. Point ekata enna.",negative
"Me wage jara sindu promote karanna epa.",negative
"Salli nathi nisa comment walata reply karanawa. Views thiyenakota ignore karanawa.",negative
"Me video eka balala ignore karanna. Melo deyak nathi wedak.",negative
"Kauruth mekata invest karanna epa. Salli nasthi wei.",negative
"Oyalage content walin samajeta wena yahapathak na.",negative
"Me rate minissunge mole hoda ganna try karanna epa.",negative
"Dan meyalath anith channels wage clickbait walin thamai jeewath wenne.",negative
"Me video eke kisima entertainment value ekak na.",negative
"Oya kiyana dewal theory walata witharai seema wela. Practical na.",negative
"Me film eka balanawata wada hondai nikan inna eka.",negative
"Me manussaya kiyana dewal ahanne nathuwa inna.",negative
"Oya promote karana brand eka hoda ekak nemei.",negative
"Channel eka dan garbage bin ekak wage.",negative
"Oyalage content walin lamainta waradi adarsha denawa.",negative
"Me dawas wala yana political situation ekata oyalage response eka monawath na.",negative
"Video eka upload karala 1 hour walata passe 'Not for kids' dala.",negative
"Me recipe eka try karala kema tika okkoma wisik karanna una.",negative
"Oya wage minissu nisa thamai YouTube balana ekath epa wenne.",negative
"Me video eke thiyena information eka verify karapu ekakda?",negative
"Oya kiyana dewal walin minissunwa mula karanawa.",negative
"Me channel eka dan business ekak witharai.",negative
"Oyalage content walin minissunge hitha ridawanna epa.",negative
"Me video eka balala hithapu de nemei hambune.",negative
"Oya wage minissu nisa thamai lankawe culture eka winasa wenne.",negative
"Me film eka download karala data iwara una witharai. Virus ekak wage.",negative
"Oyalage content walin minissunwa amathaka karala.",negative
"Me video eka balala hithata amaru una.",negative
"Oya kiyana dewal walin minissunge prashna walata visadum na.",negative
"Me channel eka dan anawashya dewal walata seema wela.",negative
"Oyalage content walin minissunge hitha asarana karanawa.",negative
"Me video eka balala hithapu dewal okkoma boru una.",negative
"Oya wage minissu nisa thamai lankawe minissu thawath pirihenne.",negative
"Me film eka balala hithapu dewal okkoma wenas una.",negative
"Oyalage content walin minissunge hitha asahanayata path karanawa.",negative
"Me video eka balala hithapu dewal okkoma anith paththata giya.",negative
"Oya wage minissu nisa thamai lankawe minissu thawath asarana wenne.",negative
"මේක බලලා වැඩක් නෑ. කාලය අපතේ යැවීමක් විතරයි.",negative
"ඔයා මේ කියන දේවල් සම්පූර්ණයෙන්ම වැරදියි. මිනිස්සුන්ට බොරු උගන්නන්න එපා.",negative
"හිනා යනවට වඩා ඇඟ කිලිපොලා යනවා මේ ජෝක්ස් වලට. නිර්මාණශීලී වෙන්න ටිකක්.",negative
"මේ කෑම එකේ ලුණු නෑ. රස බලන්නෙ නැද්ද උයනකොට?",negative
"සේවය නම් හරිම повільний. පැයක් බලාගෙන හිටියා ඕඩර් එකට.",negative
"මේකේ සිංහල උපසිරැසි හරියටම ගැලපෙන්නෙ නෑ. බලන ආසාව නැතිවෙනවා.",negative
"රටේ මිනිස්සු කන්න නැතුව ඉද්දි ඔයාලා මෙතන සල්ලි විසි කරනවා.",negative
"මේ චැනල් එකෙන් පතුරවන්නේ වෛරය විතරයි.",negative
"අනුන්ගේ දේවල් හොරකම් කරලා content හදන එක නවත්තන්න.",negative
"කියන දේ පැහැදිලි නෑ. වචන ගිලිනවා වගේ. හරියට කතා කරන්න ඉගෙනගන්න.",negative
"මේක හොර කොපියක් නේද? සද්දෙයි රූපෙයි දෙකක්. බලන්න බෑ.",negative
"ලස්සන තැන්වලට ගිහින් කුණු දාලා එන එක නම් හරිම වැරදි වැඩක්.",negative
